ticket,cohort,person_id,household_id,name_transcribed,name_normalized,stratum,seed_source_id,seed_source_date,letter_list_dates,research_outcome,identity_confidence,residence_confidence,household_confidence,occupation_confidence,candidate_ids,proposed_birth,proposed_death,proposed_arrival_migration,proposed_occupation_trade,proposed_address_property,proposed_spouse_kin,proposed_civic_voter_census,proposed_household_facts,evidence_for,evidence_against,source_ids,source_urls_locators,source_tiers,queries,access_dates,source_limitations,recommended_data_action,notes
T-0442,1,bennett_h_c,hh_bennett_h_c,H. C. Bennett,H. C. Bennett,newspaper_profile_unplaced,chicago_democrat_1833_1835,,,no_corroboration,unresolved / no safe external match,uncertain (inferred),existing canonical household; composition not re-adjudicated in T-0442,attorney (attested),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""H. C. Bennett"" Chicago 1835 | ""H. C. Bennett"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,crocker_h,hh_crocker_h,H. Crocker,H. Crocker,newspaper_profile_unplaced,chicago_democrat_1833_1835,,,no_corroboration,unresolved / no safe external match,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,schoolteacher (attested),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""H. Crocker"" Chicago 1835 | ""H. Crocker"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,sherman_h,hh_sherman_h,Mrs. H. Sherman,Mrs. H. Sherman,newspaper_profile_unplaced,chicago_democrat_1833_1835,,,no_corroboration,unresolved / no safe external match,uncertain (inferred),existing canonical household; composition not re-adjudicated in T-0442,dressmaker (attested),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""Mrs. H. Sherman"" Chicago 1835 | ""Mrs. H. Sherman"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,moore_henry,hh_moore_henry,Henry Moore,Henry Moore,newspaper_profile_unplaced,chicago_american_1835; chicago_democrat_1833_1835,,,no_corroboration,unresolved / no safe external match,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,attorney (attested),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""Henry Moore"" Chicago 1835 | ""Henry Moore"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,marshall_j_a,hh_marshall_j_a,J. A. Marshall,J. A. Marshall,newspaper_profile_unplaced,chicago_democrat_1833_1835,,,no_corroboration,unresolved / no safe external match,uncertain (inferred),existing canonical household; composition not re-adjudicated in T-0442,schoolteacher (attested),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""J. A. Marshall"" Chicago 1835 | ""J. A. Marshall"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,curtiss_j,hh_curtiss_j,J. Curtiss,J. Curtiss,newspaper_profile_unplaced,chicago_democrat_1833_1835,,,candidate_identity,candidate — unasserted,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,attorney (attested),cand_james_curtiss__curtiss_j,,,,,,,,,"A strong candidate is attorney James Curtiss, later mayor. The trade, city and date align, but the newspaper record gives only J. Curtiss, so the identification remains unasserted.",No reviewed source explicitly equates the abbreviated newspaper name with the mayor.,cpl_james_curtiss_biography,cpl_james_curtiss_biography: https://www.chipublib.org/mayor-james-curtiss-biography/ — biographical text,cpl_james_curtiss_biography:4,"""J. Curtiss"" Chicago 1835 | ""J. Curtiss"" Illinois genealogy",2026-08-31,cpl_james_curtiss_biography: Institutional retrospective and a strong identity lead for J. Curtiss; not an initials-to-identity bridge by itself.,retain candidate unasserted; resolve in T-0487 before any canonical identity change,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,collins_j_h,hh_collins_j_h,J. H. Collins,J. H. Collins,newspaper_profile_unplaced,chicago_democrat_1833_1835; fergus_chicago_directory_1839,,,corroborated_enrichment,corroborated,uncertain (inferred),existing canonical household; composition not re-adjudicated in T-0442,attorney (attested),,,,,,,,,,"The Papers of Abraham Lincoln identifies the attorney as James H. Collins, says he moved to Illinois in 1833, and records his 1834 Chicago practice with former student John D. Caton. The partner and occupation jointly resolve the initials more strongly than name alone.",,papers_abraham_lincoln_james_h_collins,papers_abraham_lincoln_james_h_collins: https://papersofabrahamlincoln.org/persons/CO15911 — person biography CO15911,papers_abraham_lincoln_james_h_collins:4,"""J. H. Collins"" Chicago 1835 | ""J. H. Collins"" Illinois genealogy",2026-08-31,"papers_abraham_lincoln_james_h_collins: Edited institutional person record. The unusual combination of initials, profession and partnership with John D. Caton resolves the newspaper abbreviation to James H. Collins.",T-0487 adjudication; T-0488 attested promotion where independently supported,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,grant_james,hh_grant_james,James Grant,James Grant,newspaper_profile_unplaced,calumet_club_early_chicago_1879; chicago_democrat_1833_1835; chicago_voter_lists_1833_1835_irad; fergus_chicago_directory_1839,,,no_corroboration,unresolved / no safe external match,uncertain (inferred),existing canonical household; composition not re-adjudicated in T-0442,attorney (attested),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""James Grant"" Chicago 1835 | ""James Grant"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,stewart_r,hh_stewart_r,R. Stewart,R. Stewart,newspaper_profile_unplaced,chicago_american_1835; chicago_democrat_1833_1835; fergus_chicago_directory_1839,,,no_corroboration,unresolved / no safe external match,uncertain (inferred),existing canonical household; composition not re-adjudicated in T-0442,attorney (attested),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""R. Stewart"" Chicago 1835 | ""R. Stewart"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,lewis_samuel,hh_lewis_samuel,Samuel Lewis,Samuel Lewis,newspaper_profile_unplaced,chicago_democrat_1833_1835,,,no_corroboration,unresolved / no safe external match,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,schoolteacher (attested),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""Samuel Lewis"" Chicago 1835 | ""Samuel Lewis"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,sabine_wm,hh_sabine_wm,Wm. Sabine,Wm. Sabine,newspaper_profile_unplaced,chicago_american_1835; fergus_chicago_directory_1839,,,no_corroboration,unresolved / no safe external match,uncertain (inferred),existing canonical household; composition not re-adjudicated in T-0442,forwarding_and_commission (attested),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""Wm. Sabine"" Chicago 1835 | ""Wm. Sabine"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,morris_b_s,hh_morris_b_s,B. S. Morris,B. S. Morris,newspaper_profile_unplaced,chicago_democrat_1833_1835; fergus_chicago_directory_1839,,,candidate_identity,candidate — unasserted,uncertain (inferred),existing canonical household; composition not re-adjudicated in T-0442,none_recorded (reconstructed),cand_buckner_stith_morris__morris_b_s,,,,,,,,,"Buckner Stith Morris is a strong candidate for B. S. Morris, but unusual matching initials are not alone enough to import his later mayoral biography.",The 1835 record supplies no occupation or full given names.,cpl_buckner_stith_morris_biography,cpl_buckner_stith_morris_biography: https://www.chipublib.org/mayor-buckner-stith-morris-biography/ — biographical text,cpl_buckner_stith_morris_biography:4,"""B. S. Morris"" Chicago 1835 | ""B. S. Morris"" Illinois genealogy",2026-08-31,cpl_buckner_stith_morris_biography: Institutional retrospective and a strong identity lead for B. S. Morris; the project preserves it as a candidate because the 1835 record supplies only initials.,retain candidate unasserted; resolve in T-0487 before any canonical identity change,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,hoit_thomas,hh_hoit_thomas,Thomas Hoit,Thomas Hoit,newspaper_profile_unplaced,chicago_democrat_1833_1835,,,no_corroboration,unresolved / no safe external match,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,none_recorded (reconstructed),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""Thomas Hoit"" Chicago 1835 | ""Thomas Hoit"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,boyer_j_k,hh_boyer_j_k,J. K. Boyer,J. K. Boyer,newspaper_profile_unplaced,chicago_democrat_1833_1835; chicago_voter_lists_1833_1835_irad,,,no_corroboration,unresolved / no safe external match,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,none_recorded (reconstructed),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""J. K. Boyer"" Chicago 1835 | ""J. K. Boyer"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,fell_j_w,hh_fell_j_w,J. W. Fell,J. W. Fell,newspaper_profile_unplaced,chicago_democrat_1833_1835,,,candidate_identity,candidate — unasserted,uncertain (inferred),existing canonical household; composition not re-adjudicated in T-0442,none_recorded (reconstructed),cand_jesse_weldon_fell__fell_j_w,,,,,,,,,Jesse W. Fell was tested and rejected as the default expansion of J. W. Fell: institutional histories place Jesse in Vandalia in winter 1834–35 and founding Clinton in 1835. The abbreviated Chicago person remains unresolved.,"Contemporaneous chronology places Jesse Fell in Vandalia and Clinton, not at the Chicago address.",mclean_history_jesse_w_fell; papers_abraham_lincoln_clinton,"mclean_history_jesse_w_fell: https://mchistory.org/research/biographies/fell-jesse-weldon — biography, 1834-1835 chronology | papers_abraham_lincoln_clinton: https://papersofabrahamlincoln.org/places/x4009071 — place history, founding in 1835",mclean_history_jesse_w_fell:4; papers_abraham_lincoln_clinton:4,"""J. W. Fell"" Chicago 1835 | ""J. W. Fell"" Illinois genealogy",2026-08-31,"mclean_history_jesse_w_fell: Institutional biography places Jesse Fell in Vandalia in winter 1834-35; used to reject, not assert, an expansion of J. W. Fell. | papers_abraham_lincoln_clinton: Edited institutional place record identifying Jesse Fell with Clinton's 1835 founding; evidence against silently expanding Chicago's J. W. Fell to Jesse.",retain candidate unasserted; resolve in T-0487 before any canonical identity change,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,hail_aifred,hh_hail_aifred,Aifred Hail,Aifred Hail,letter_list_only,chicago_democrat_1833_1835,,1835-07-01,no_corroboration,unresolved / no safe external match,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,none_recorded (reconstructed),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""Aifred Hail"" Chicago 1835 | ""Aifred Hail"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,beddlecome_ash,hh_beddlecome_ash,Ash Beddlecome,Ash Beddlecome,letter_list_only,chicago_democrat_1833_1835,,1835-07-01,no_corroboration,unresolved / no safe external match,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,none_recorded (reconstructed),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""Ash Beddlecome"" Chicago 1835 | ""Ash Beddlecome"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,gooding_caroline,hh_gooding_caroline,Caroline Miss Gooding,Caroline Miss Gooding,letter_list_only,chicago_democrat_1833_1835,,1835-07-01,no_corroboration,unresolved / no safe external match,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,none_recorded (reconstructed),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""Caroline Miss Gooding"" Chicago 1835 | ""Caroline Miss Gooding"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,benubien_charl,hh_benubien_charl,Charl Benubien,Charl Benubien,letter_list_only,chicago_democrat_1833_1835,,1835-07-01,no_corroboration,unresolved / no safe external match,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,none_recorded (reconstructed),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""Charl Benubien"" Chicago 1835 | ""Charl Benubien"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,brookins_david,hh_brookins_david,David Brookins,David Brookins,letter_list_only,chicago_democrat_1833_1835,,1835-07-01,candidate_identity,candidate — unasserted,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,none_recorded (reconstructed),cand_david_brookins_carriage_seller__brookins_david,,,,,,,,,"A DuPage County history describes a David Brookins who sold carriages in Chicago before moving his family west. It is a useful regional candidate, not proof that the letter-list name is the same man.",The county history does not identify the 1835 post-office return.,dupage_history_david_brookins,dupage_history_david_brookins: https://archive.org/search?query=%22David+Brookins%22+DuPage — Brookins family biographical sketch,dupage_history_david_brookins:3,"""David Brookins"" Chicago 1835 | ""David Brookins"" Illinois genealogy",2026-08-31,dupage_history_david_brookins: Late county history reporting that David Brookins sold carriages in Chicago before the family moved west. It does not tie him to the post-office return and therefore supplies only a candidate identity.,retain candidate unasserted; resolve in T-0487 before any canonical identity change,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,doolittle_ehjah,hh_doolittle_ehjah,Ehjah Doolittle,Ehjah Doolittle,letter_list_only,chicago_democrat_1833_1835; fergus_1843_old_settler_death_notices,,1835-07-01,no_corroboration,unresolved / no safe external match,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,none_recorded (reconstructed),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""Ehjah Doolittle"" Chicago 1835 | ""Ehjah Doolittle"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
T-0442,1,boles_george,hh_boles_george,George Boles,George Boles,letter_list_only,chicago_democrat_1833_1835,,1835-07-01,no_corroboration,unresolved / no safe external match,present (inferred),existing canonical household; composition not re-adjudicated in T-0442,none_recorded (reconstructed),,,,,,,,,,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",,,,,"""George Boles"" Chicago 1835 | ""George Boles"" Illinois genealogy",2026-08-31,Candidate and no-find decisions are bounded by the sources searched; name similarity alone was not accepted as identity evidence.,retain documented no-find; revisit only with new evidence,No candidate fact is asserted unless a source bridges the candidate to the 1835 Chicago record by more than name similarity.
